사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Mar.25,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar.25,경춘선,1311,신내,24,1,1458,509,5210,2663,12950,6058,10517,9640,5369,2754,4290,2552,3881,2465,3876,2463,3711,3298,3621,2828,4067,4697,4749,3913,5719,7178,7338,9345,3157,6765,1847,3960,1600,3079,1260,2783,699,2107,92,643,0,0,0,0,0,0
Mar.25,경춘선,1312,갈매,10,0,1879,439,4478,939,14726,2538,9390,5091,6468,2475,4469,3050,3688,2003,3832,2282,3723,3173,3352,2613,3465,4529,3780,4222,3787,6814,4896,10212,2323,7542,1803,4281,2400,3244,1461,2975,742,1794,23,508,0,0,0,0,0,0
Mar.25,경춘선,1313,별내,27,1,1192,564,2837,1599,8051,3950,7618,5888,5075,3316,4092,3358,3691,2731,4060,2650,4051,3118,4215,3030,4163,4161,5356,3878,5456,6022,6194,6801,3169,6488,2141,3180,2000,2173,1609,2475,842,1257,49,381,0,0,0,0,0,0
Mar.25,경춘선,1314,퇴계원,19,0,2823,497,5821,1619,17088,3356,12368,4886,9594,2829,7133,3499,5881,3147,6861,3049,5801,3930,3901,4177,4392,6025,4678,7027,4885,9135,5686,11094,2280,10873,1778,6128,1465,4521,960,5416,405,2415,24,849,0,0,0,0,0,0
Mar.25,경춘선,1315,사릉,61,0,1732,576,3712,1547,9739,4296,7651,4255,5107,2346,4041,2228,3541,2282,3556,2495,3257,2105,2599,2675,2804,3108,3356,3609,4234,5334,4667,7919,1924,7361,1261,3472,933,2773,528,2476,175,1707,14,392,0,0,0,0,0,0
Mar.25,경춘선,1316,금곡,15,1,1757,294,2142,1020,5055,2343,4494,5884,3503,2376,2914,1810,3128,1647,2987,2330,2863,1849,2346,2448,2897,2390,2892,2944,3432,3968,3631,4409,1322,3859,999,1690,606,1945,436,1551,195,1074,8,251,0,0,0,0,0,0
Mar.25,경춘선,1317,평내호평,651,9,5759,726,14192,1879,29774,4686,23574,10295,13956,6819,12855,5223,11302,5718,10320,8170,9357,7402,7889,10321,8254,10278,8552,12650,9468,21932,8956,24865,5515,19555,4335,11635,4015,9125,3650,8238,1552,5731,57,2629,0,0,0,0,0,0
Mar.25,경춘선,1318,천마산,8,0,960,153,3253,679,7459,1532,6226,1974,5050,1708,4002,1363,2841,1643,2918,1830,2489,2040,2497,2433,1938,3222,2220,3311,1920,4812,1777,4171,860,5032,645,3227,530,2397,240,1760,112,1127,3,265,0,0,0,0,0,0
Mar.25,경춘선,1319,마석,17,0,1293,452,8835,2821,15513,5818,14251,6391,10120,5488,8708,4256,7322,5226,7558,5623,6972,6653,6612,7038,6977,7706,7741,8323,7064,12476,6570,12284,3456,10960,2687,7290,2059,5577,1548,5181,602,2242,29,903,0,0,0,0,0,0
Mar.25,경춘선,1320,대성리,0,0,3848,125,4502,344,2086,809,1973,850,2781,684,3646,1226,3127,1206,1211,1276,1100,3161,1110,8028,1189,3809,1429,3755,1456,3133,775,1824,511,1649,250,719,250,381,256,333,131,292,5,20,0,0,0,0,0,0
Mar.25,경춘선,1321,청평,19,3,962,229,2540,1093,4388,1661,5013,3612,4103,4572,4073,3181,4334,2500,3869,3307,3449,3203,3621,3126,3966,3870,3632,4306,4570,5279,3086,4201,1466,3922,1295,2267,903,1984,498,1553,205,1172,9,266,0,0,0,0,0,0
Mar.25,경춘선,1322,상천,0,0,365,43,351,203,582,269,680,735,624,672,620,767,691,640,616,588,647,474,796,789,796,633,930,523,655,509,376,503,179,540,96,227,59,280,24,117,16,95,0,29,0,0,0,0,0,0
Mar.25,경춘선,1323,가평,0,0,830,148,1870,807,3641,2204,4544,4717,4483,3072,3511,2983,3860,3232,3366,3408,2931,3297,3552,3203,3708,3978,4465,2969,5088,4221,3923,3730,2065,4031,1571,2636,960,1730,481,1709,209,1312,18,457,1,0,0,0,0,0
Mar.25,경춘선,1324,굴봉산,0,0,84,2,48,8,133,73,192,195,206,279,199,550,261,423,314,253,279,264,325,221,402,216,327,181,222,205,110,189,108,104,66,101,25,57,6,59,13,43,0,12,0,0,0,0,0,0
Mar.25,경춘선,1325,백양리,0,0,58,3,50,16,51,197,77,225,71,200,226,352,317,319,224,259,277,154,264,272,251,130,233,148,333,72,211,93,52,32,30,49,24,38,14,20,12,22,1,8,0,0,0,0,0,0
Mar.25,경춘선,1326,강촌,9,0,379,71,379,147,492,370,670,1736,714,1986,696,1441,1010,1917,984,969,1111,885,1814,1017,2254,696,2034,917,1426,690,847,710,451,517,292,398,259,404,88,331,39,280,7,73,0,0,0,0,0,0
Mar.25,경춘선,1327,김유정,83,4,180,9,316,120,724,684,643,1084,587,700,625,1141,668,1478,746,1608,1019,1028,1152,958,1441,743,1346,815,1502,898,1184,630,345,574,308,405,138,275,106,286,40,210,15,72,0,0,0,0,0,0
Mar.25,경춘선,1328,남춘천,509,5,1710,33,3649,980,4633,2724,6291,6195,6939,6580,6362,4724,6020,8693,6311,8661,7891,6429,7932,5161,9530,6652,8672,6410,7595,6596,6047,7481,4656,8969,3604,4422,3287,4553,2038,5104,824,2522,7,2111,0,0,0,0,0,0
Mar.25,경춘선,1329,춘천,298,4,718,11,1290,339,1903,1326,2799,4776,3214,5979,2609,4394,3047,4938,2941,4242,4529,4037,4962,2643,6852,3242,7864,2418,6288,2707,4790,2722,2839,2784,1735,1833,1264,1768,801,1386,299,1261,3,728,0,0,0,0,0,0
Mar.25,수인선,1873,고색,689,5,3499,448,8953,3288,20668,19057,16764,26396,8502,6485,5950,3950,5783,4826,6527,4890,5949,4590,5129,4653,6728,5962,8764,8309,17979,10580,21522,14407,7206,14461,7022,9226,4522,6824,2518,6326,952,4211,6,2282,0,0,0,0,0,0
Mar.25,수인선,1874,오목천,11,1,1292,388,6578,1992,15171,5623,14763,16620,9171,8282,7250,5435,6711,4841,8836,5526,8005,6780,6882,4846,9758,6263,13596,8580,14433,8034,11556,14757,5285,9072,3424,5693,3425,4853,2568,5775,914,3373,17,356,0,0,0,0,0,0
Mar.25,수인선,1875,어천,0,0,282,92,1954,1585,5296,3902,5000,3908,3907,1770,2987,1608,2907,1816,2944,1956,2712,2552,2144,2313,3285,2607,4701,3840,3565,3738,4423,5326,1741,3565,1327,2150,700,2323,521,1685,222,864,2,166,0,0,0,0,0,0
Mar.25,수인선,1876,야목,1,0,240,10,1300,435,1972,764,1696,693,1111,501,784,538,704,466,724,488,632,500,605,489,868,643,927,887,1226,1026,924,1954,409,1132,259,516,186,682,154,498,51,315,1,46,0,0,0,0,0,0
Mar.25,수인선,1877,사리,4,0,5159,406,11710,1893,26394,4021,23283,5388,13428,3070,9801,3057,8226,2847,8146,3989,7529,5254,5945,5080,5958,7230,6553,11366,7513,12915,7022,21745,4257,14434,2790,9899,2187,10541,2449,8333,812,5665,12,787,0,0,0,0,0,0
Mar.25,수인선,1878,달월,0,0,9,51,32,116,197,108,107,215,75,105,73,103,118,85,109,101,96,94,107,108,133,101,203,114,323,123,752,139,95,76,44,79,24,46,20,63,16,36,2,5,0,0,0,0,0,0
Mar.25,수인선,1879,월곶,1,0,1708,400,4930,1518,12443,1751,11933,3120,6670,3240,5001,5116,4829,4953,4738,4727,4330,4177,4380,4301,4549,5279,5456,6776,5410,8149,6911,10834,3586,5999,2198,4369,1861,4496,1308,3529,521,1997,1,353,0,0,0,0,0,0
Mar.25,수인선,1880,소래포구,12,0,2933,375,8062,2512,18119,3786,15223,7132,8741,6406,7433,6472,9164,11349,9840,13237,9474,10815,12064,9155,13683,8816,11871,10687,10073,12513,8544,15425,5103,10429,4144,7123,3974,6872,2914,5398,1334,3987,27,694,1,0,0,0,0,0
Mar.25,수인선,1881,인천논현,4,1,2635,778,6385,4625,16063,8285,14805,13359,10064,9023,8395,7053,9227,7712,9623,8614,8664,9198,8590,9495,9584,10347,10029,13678,12098,17314,11492,19855,7384,12240,7073,8318,6816,6897,5048,5112,2363,3970,3,689,0,0,0,0,0,0
Mar.25,수인선,1882,호구포,6,0,1909,710,3458,6536,7655,18273,8003,20409,5580,4536,4987,2927,4959,3484,5590,4224,5021,4092,4917,4241,5099,4522,6114,5925,16505,7084,16068,7999,5411,6360,5533,4715,3925,4018,1791,3013,980,2494,5,573,0,0,0,0,0,0
Mar.25,수인선,1883,남동인더스파크,3,0,388,887,1054,4524,1388,18681,2148,21829,1385,2831,1458,1316,1788,1455,1866,1549,1970,1370,2163,1204,2693,1170,3842,1269,15243,1762,11490,1930,4482,2166,4280,1692,1966,991,563,573,212,363,0,40,0,0,0,0,0,0
Mar.25,수인선,1884,원인재,70,2,3690,719,7160,2500,14563,5789,16474,8574,9566,4907,7927,5028,7834,5400,7650,5944,7434,6189,6502,6898,7053,8780,7244,10566,8168,13365,8265,17094,5023,11358,4191,8156,3804,7611,2888,6409,1606,4485,81,1010,0,0,0,0,0,0
Mar.25,수인선,1885,연수,8,1,2832,803,7033,2431,15615,5068,14078,11800,7576,7573,6733,7037,7160,6382,7908,7567,7885,7631,8271,7486,8963,8182,8904,10901,9503,15127,11528,16312,6411,10469,5778,7326,5478,6519,4380,4480,2329,3103,35,708,0,0,0,0,0,0
Mar.25,수인선,1886,송도,10,0,2044,348,4589,1874,8729,2601,8562,4038,5001,2512,4372,2664,4752,3074,5180,3373,4858,3309,4299,3863,5059,4978,5247,5511,5076,7001,3712,7689,2444,5308,1879,3444,1484,3374,897,2268,373,1529,8,406,0,0,0,0,0,0
Mar.25,수인선,1888,인하대,31,0,4490,604,12512,2659,26407,5736,21856,23125,10278,13534,9708,16637,11279,10459,12446,11612,12673,11710,13339,11592,15847,11339,19868,14714,20242,19998,16289,27120,9431,14868,8844,10698,8468,9651,6403,7007,3963,5227,96,1362,0,0,0,0,0,0
Mar.25,수인선,1889,숭의,9,0,3587,824,6848,3433,14818,8334,12254,11605,7386,4956,7318,4466,7104,4150,7181,5591,6755,6729,6426,5483,7410,6439,9570,8392,10503,9193,9339,13298,4878,7385,3289,5901,2334,5640,1783,3944,799,2598,18,618,0,0,0,0,0,0
Mar.25,수인선,1890,신포,7,1,1055,251,1845,1101,3462,4600,3370,8081,2234,3414,2071,3080,2462,3124,3003,3322,3208,3755,3882,3533,4740,3588,5959,3932,6165,4241,6079,5293,3133,2609,2478,1871,2031,1555,1420,1187,488,850,4,202,1,0,0,0,0,0
Mar.25,수인선,1891,인천,97,1,622,323,1123,1063,2023,2596,1967,4420,1794,2522,1771,3047,1799,4832,2257,4982,2447,4537,2733,4387,3946,3912,3363,3704,3013,3511,2881,3763,1618,2638,1127,1921,875,1493,437,1256,138,841,4,262,0,0,0,0,0,0
Mar.25,경강선,1501,판교,7,0,731,10,2489,8298,4682,21442,5993,36421,2544,20108,2861,12660,3453,8487,7517,8298,5207,5249,6937,5590,9761,5145,15394,6626,21447,7588,25494,6713,18197,3779,16128,2365,14165,2501,6526,1204,1994,730,3,262,0,0,0,0,0,0
Mar.25,경강선,1502,이매,19,0,570,36,1682,1001,3908,2279,2929,3169,1688,1421,1494,1182,1374,1006,1560,1131,1346,1410,1341,1291,1709,1588,2012,1528,2181,2435,2154,2828,1260,1675,1262,1245,1343,958,1165,758,357,414,10,60,0,0,0,0,0,0
Mar.25,경강선,1503,삼동,0,0,1777,40,5720,1258,13103,2161,13503,2066,7360,1201,4746,1247,3797,1398,3403,1888,2877,1967,2399,2590,2298,3771,2497,5216,3348,8111,2762,9489,1306,8788,879,5373,701,4913,454,3524,146,1791,13,36,0,0,0,0,0,0
Mar.25,경강선,1504,경기광주,0,0,3196,287,17135,2577,43701,5862,41862,10239,20541,4778,15121,4778,12344,5358,11297,6906,9909,7725,8638,9064,8738,10944,10775,16548,11198,22316,8619,35172,4473,32129,3191,19336,2484,15435,1566,11527,511,5924,68,96,0,0,0,0,0,0
Mar.25,경강선,1505,초월,0,0,1952,107,8158,1597,18710,4365,20070,5444,9017,2030,6770,2232,6109,2169,5300,2768,4429,3206,3947,4053,3740,4994,5156,7106,6315,9028,4780,15176,2307,11733,1805,8545,1290,7551,693,6712,294,4183,21,41,0,0,0,0,0,0
Mar.25,경강선,1506,곤지암,1,0,1076,255,3121,2397,7779,4920,6704,6599,4882,2687,3515,2234,3866,2670,4027,2910,3564,2823,3287,3008,4020,3443,5119,4402,7068,5616,5771,6806,2531,5105,1717,3944,1072,3166,371,3030,132,1639,15,380,0,0,0,0,0,0
Mar.25,경강선,1507,신둔도예촌,0,0,884,28,2928,478,6272,2660,5208,3861,3782,1735,3002,1317,2419,1630,2636,1473,2519,1417,2219,1666,3100,2099,3259,2826,3967,3917,3418,4809,1326,5003,992,3182,636,2530,286,2456,121,1295,1,346,0,0,0,0,0,0
Mar.25,경강선,1508,이천,5,0,908,66,3590,1808,8830,6251,7385,8838,6580,4015,5889,4190,5488,4189,5192,4821,5190,4616,4967,4654,5551,5143,7265,6697,7474,7320,7329,9471,3925,8302,3044,6866,2507,4596,1235,3520,613,2216,13,1032,0,0,0,0,0,0
Mar.25,경강선,1509,부발,4,0,1187,40,3507,1918,7760,6789,6403,5668,5488,2589,4576,2249,4715,2175,3800,2738,3657,3023,3201,2745,3950,3262,5329,4599,7280,5968,5419,6676,3131,5116,2625,4943,1322,5013,706,3677,429,3476,10,1360,0,0,0,0,0,0
Mar.25,경강선,1510,세종대왕릉,2,0,221,6,604,120,963,634,923,698,944,568,772,486,712,617,645,662,621,415,689,692,697,623,801,936,814,768,714,960,258,708,173,527,104,424,45,469,16,236,3,83,0,0,0,0,0,0
Mar.25,경강선,1511,여주,18,0,2367,6,5310,624,9786,3183,8327,5129,7110,7908,6482,3638,5760,5258,5418,4656,6271,3876,6563,5180,6851,5389,7557,6185,7344,8120,6034,9519,3252,8629,2466,6852,1723,3741,918,6263,280,3179,2,1204,0,0,0,0,0,0
Mar.25,경강선,1512,성남,1,0,288,9,1557,806,5111,1536,5424,2059,2363,896,1990,842,1763,969,1476,1108,1330,1388,1211,1347,1935,1761,1989,2141,2640,3317,1952,4505,1125,2487,1006,1913,960,1575,669,1144,266,600,14,111,0,0,0,0,0,0
Mar.25,서해선,1980,김포공항,14,4,241,2320,674,8073,1682,10218,2863,12314,3170,8154,2943,8507,3103,9807,3210,9566,4687,9094,5829,8017,6164,6664,7101,7348,8245,9065,11725,8312,7093,4543,6244,2225,6358,1294,6138,880,1472,1136,49,391,0,0,0,0,0,0
Mar.25,서해선,1981,원종,37,1,5283,951,8524,3225,18608,6318,17409,9312,10591,4975,8400,4447,8143,5093,8195,7007,7425,6360,6439,7150,6953,8528,9112,11519,9086,14454,9924,19089,5603,15095,4207,8455,3266,7840,2531,6575,1143,4216,40,704,0,0,0,0,0,0
Mar.25,서해선,1982,부천종합운동장,27,0,2906,415,4942,1391,13178,3244,14083,4649,7007,2313,4240,1818,3891,1670,3573,2248,3381,2470,3156,2494,2981,3173,3869,4906,4764,6723,5176,10583,2515,8567,1802,5138,1675,4507,1070,4052,455,2376,31,422,0,0,0,0,0,0
Mar.25,5호선,2511,방화,26,1,5422,12,11963,3550,28525,5682,26295,13489,15720,8039,12784,6637,12903,7224,12381,8048,12235,8985,10913,10106,11692,11456,12036,13871,11188,16613,10725,22763,5594,20677,3986,12798,3054,11149,2079,11323,954,6567,147,2485,0,247,0,0,0,0
Mar.25,5호선,2512,개화산,0,0,4604,253,9483,3187,23899,5833,24117,13783,12790,6569,9591,6036,9389,6124,9732,7020,9221,7418,8285,7273,8020,9278,9347,10829,12198,13575,11686,19765,5377,16787,4216,10755,3445,10013,2408,8888,925,5209,101,1865,1,52,0,0,0,0
Mar.25,5호선,2513,김포공항,7,0,1052,3464,4962,10001,20146,18714,26273,24331,13260,13865,12090,14805,17579,16881,20447,16866,22774,17347,27263,16814,29739,15850,26196,16019,30801,18000,38944,16364,24711,9981,21375,4929,17651,3072,17724,2097,8196,1169,372,568,0,1,0,0,0,0
Mar.25,5호선,2514,송정,7,0,3709,1135,7610,4007,18438,7337,22895,11489,15552,7251,12583,6440,11209,7321,11730,8409,10311,8559,10209,9198,10035,10569,11396,12830,12345,14768,12572,20074,7726,16323,6099,11328,4809,10756,3758,10010,2110,5715,257,2144,0,0,0,0,0,0
Mar.25,5호선,2515,마곡,7,0,2778,2807,8624,11406,25451,22172,25402,61011,15103,35761,12830,18231,13819,16040,15320,16584,16729,18332,18704,17156,22582,17520,29473,19718,39543,23974,51237,32169,24853,23256,18834,12961,15980,11616,10360,10396,4419,5650,525,2121,0,0,0,0,0,0
Mar.25,5호선,2516,발산,4,0,3635,2635,11039,14726,30076,44255,30849,127667,21501,65673,21763,36564,26092,35765,30864,34196,34391,35214,38074,33562,45033,32539,52090,36393,79958,42886,97976,56309,46141,39764,40149,23320,37816,18180,30475,15535,12450,9165,1507,3248,0,0,0,0,0,0
Mar.25,5호선,2517,우장산,3,0,7361,974,22868,4793,56151,16757,59379,25200,33235,16282,26720,14302,25831,14030,26513,17556,24310,20655,21930,22601,25463,26967,28939,32384,27512,39296,21819,58178,13595,43910,9919,28153,8809,24832,7630,24847,2025,13924,280,3389,0,0,0,0,0,0
Mar.25,5호선,2518,화곡,582,4,22600,1639,42609,9473,114491,16233,144405,35701,76803,26233,49217,20017,45249,21602,46902,24004,42236,28358,36604,33268,35174,42330,38595,55801,40862,72682,43212,125554,26037,89509,18055,58543,15484,55336,11316,46878,4547,28884,683,8371,0,0,0,0,0,0
Mar.25,5호선,2519,까치산,299,1,23959,1559,44451,8286,120356,11449,147277,22013,81485,18625,49935,18259,45000,21241,45670,25774,41833,28689,34960,34993,32571,46871,34299,58477,33356,77662,31736,123874,21701,94643,16166,63340,13460,60444,10791,49430,5311,30108,781,9046,1,377,0,0,0,0
Mar.25,5호선,2520,신정(은행정),98,0,12225,772,23169,3410,62591,8927,75686,12687,37643,8462,22937,7450,19255,7968,19429,9667,18127,11756,14870,13040,14411,17710,15442,22866,16866,31076,15805,48169,9157,36024,6659,24365,5520,23583,4334,21553,1676,12310,246,3774,0,0,1,1,0,0
Mar.25,5호선,2521,목동,32,0,8500,1404,21373,6508,60879,16467,72207,27729,37953,20908,27347,15852,25964,14650,27461,18228,25220,22807,22323,23339,23211,28670,26103,35907,28963,50770,29292,83817,16764,56173,13860,33739,13570,32009,14255,27974,4421,15206,582,4972,0,0,0,0,0,0
Mar.25,5호선,2522,오목교(목동운동장앞),6,0,5128,1845,16325,8383,53144,27384,58349,60262,33348,48756,26587,31621,27698,31105,31674,32459,31878,36142,32131,34607,36008,38245,42436,45502,51484,58030,62284,77900,35962,50483,37130,30783,29425,26678,26987,22453,7883,12142,991,3650,0,0,0,0,0,0
Mar.25,5호선,2523,양평,2,0,2573,1031,7184,4111,25531,10181,30564,42623,13925,15669,9738,7035,8961,6203,10004,6348,9654,7119,8639,7356,9599,8429,11556,10178,20179,14101,34183,24341,10488,17068,6705,11964,5441,11162,3595,9969,1482,5482,218,1777,0,0,0,0,0,0
Mar.25,5호선,2524,영등포구청,3,0,1197,610,2912,2525,9734,6537,15442,25936,6207,10822,4958,5627,5503,5119,6454,5514,6742,5786,6531,5510,7417,5884,8645,6731,12249,8975,23417,16347,8508,8633,6082,5398,5628,5278,4191,4678,1868,2653,281,626,0,0,0,0,0,0
Mar.25,5호선,2525,영등포시장,16,0,3010,930,7083,5238,27660,15357,38650,45846,17440,26986,13164,18351,14277,18915,16215,23307,17853,24560,19309,20100,23310,18413,28487,18262,36167,23449,47412,37952,20675,23342,14537,14928,12263,14279,9111,12632,3748,7758,441,1861,0,0,0,0,0,0
Mar.25,5호선,2526,신길,65,1,2348,430,4733,2023,17517,5225,26639,14296,11671,7034,8002,3449,6631,3879,6840,4212,6041,5064,5337,4958,5953,6403,6620,8159,9298,12826,13855,22498,5770,13998,4304,11744,4341,11958,3118,10719,1596,6314,194,1658,0,0,0,0,0,0
Mar.25,5호선,2527,여의도,11,0,2865,2973,4112,26135,10959,154549,14849,220514,12912,85574,14091,39192,21805,39397,22987,40748,29642,45739,35898,36718,46288,34300,62317,32487,150901,35799,174876,40662,77326,20227,66286,11157,50471,9498,27714,7905,9382,4768,1145,2307,1,0,0,0,0,0
Mar.25,5호선,2528,여의나루,16,3,1097,1451,2827,10533,6489,46162,10193,77308,6412,30932,6777,23231,9116,23077,11615,25590,13453,31064,18826,31757,25734,32911,34911,31929,63292,34021,76502,33868,40292,19762,40561,12185,29138,8220,18657,6006,6305,2960,554,963,0,0,0,0,0,0
Mar.25,5호선,2529,마포,7,0,2460,1667,8791,11838,29371,20637,38567,70897,22122,35811,18378,18544,18525,19093,20036,17073,21091,17832,20531,16752,22027,19066,27580,23894,39148,32822,58367,46996,22980,28034,20041,18303,21288,16407,14606,14069,5899,7835,779,2219,0,0,0,0,0,0
Mar.25,5호선,2530,공덕,7,3,2029,982,5750,8869,21086,34921,32959,77043,17909,41773,15643,19123,17123,18551,18648,16993,22479,18807,19823,16716,23250,18255,28379,21972,45002,32991,65324,47036,26733,24250,22023,15804,21985,14135,16272,12259,6878,6305,797,1717,0,0,0,0,0,0
Mar.25,5호선,2531,애오개,66,11,2074,941,6133,5341,20926,8203,28313,16788,13412,10983,9690,7446,9852,6960,10851,6702,10910,8221,9515,8801,10887,9454,12187,11153,13103,16013,14717,23570,7615,15311,5452,10038,4585,9319,3078,8224,1082,4591,118,2175,0,310,0,0,0,0
Mar.25,5호선,2532,충정로(경기대입구),8,0,837,191,2550,2806,6298,16550,8928,37841,5471,13844,4367,4556,5336,4876,5623,4347,5696,5159,6223,5482,6604,4571,8803,5366,19483,6927,31109,9695,9280,6359,6098,4646,5344,4603,3031,4095,1136,2506,207,670,0,80,0,0,0,0
Mar.25,5호선,2533,서대문,23,0,2983,972,6665,18426,19934,74121,24405,174830,18666,50572,18170,24932,21238,24388,22505,22936,23564,26382,28946,21954,37488,18831,48198,19522,81610,23224,121084,28728,37801,17227,30113,12060,26268,11977,17311,8763,5747,5130,500,1398,1,47,0,0,0,0
Mar.25,5호선,2534,광화문(세종문화회관),7,0,1076,1077,3465,35568,9758,87584,13773,274163,11861,128333,15156,66145,22758,68433,31042,68606,43584,81655,57795,67212,74078,52482,101191,49695,154496,51351,232164,56426,93463,26967,83235,11658,77324,8082,44660,5148,12997,2835,1336,740,0,2,0,0,0,0
Mar.25,5호선,2535,종로3가,61,1,1546,409,2404,7606,3372,15228,6036,45793,8373,38131,10561,33803,13907,38700,19717,39470,22654,39031,29315,36276,36842,34332,43461,33769,53618,37209,66017,41352,43814,23832,44810,14688,45643,10408,35624,8215,19323,4805,2376,1606,1,13,0,0,0,0
Mar.25,5호선,2536,을지로4가,1,0,385,519,1202,6018,2877,17772,4307,42842,4242,20114,5113,13078,6860,12885,8052,11577,9566,10858,11464,9857,12701,8893,16059,8492,27825,8439,38026,8818,16178,5005,11387,3447,9352,2982,6481,2331,3094,1454,387,587,0,1,0,0,0,0
Mar.25,5호선,2537,동대문역사문화공원(DDP),3,0,176,272,778,3039,1775,10184,3202,29725,3817,10949,4061,4201,3582,3701,3067,3994,3286,4018,4295,3655,4338,3672,6064,4087,13360,4440,20780,4682,7944,3254,4631,2765,3961,3071,2546,2847,1198,2142,204,587,0,11,0,0,0,0
Mar.25,5호선,2538,청구,6,0,1488,244,2422,1961,7111,4013,9694,14498,6452,8220,5712,4086,5518,3911,5614,4682,5230,4881,5147,5046,5502,5686,7748,6469,9089,8209,13922,10928,7401,7263,5275,5278,4112,4728,3327,4288,1691,2475,267,701,0,0,0,0,0,0
Mar.25,5호선,2539,신금호,40,0,2649,436,6746,2741,21188,9782,28751,13813,16079,8098,10832,6733,9770,6846,10203,7931,9490,8987,9714,9689,9636,12173,12570,14191,11041,18087,11374,26922,7739,18337,5434,11736,4650,10817,3062,9725,1281,5859,352,1875,0,0,0,0,0,0
Mar.25,5호선,2540,행당,27,1,4033,662,11021,2711,32266,5166,43090,9306,22147,6755,15273,5690,13642,6305,13289,7629,12200,9058,10377,10596,10797,13289,10609,15950,10607,20497,10283,31637,6740,21676,5117,14323,4124,13385,3549,11384,1180,6683,232,1960,0,0,0,0,0,0
Mar.25,5호선,2541,왕십리(성동구청),38,0,1769,513,2102,3208,6113,6146,8813,16879,5132,10549,4846,7446,5599,7906,6402,8201,7078,9590,7622,8817,8719,9018,10807,10188,11483,12487,15114,17266,9543,9790,8514,5979,9129,5269,7065,4214,3325,2446,587,2028,0,258,0,0,0,0
Mar.25,5호선,2542,마장,7,0,2417,474,6266,3955,17077,7006,20554,16090,12146,11797,9576,8444,9351,7708,11123,8412,10365,8367,10147,7495,10933,8558,12609,9875,12611,13416,12364,18506,7902,12075,6022,8435,5650,7810,3671,7352,1377,4183,249,1359,0,5,0,0,0,0
Mar.25,5호선,2543,답십리,10,0,8653,1355,19379,11626,56974,14709,77737,35369,38155,19594,25203,14327,22074,14995,23417,16611,22895,19147,20646,18435,22077,22229,28557,26468,32550,36351,35116,59301,17962,39796,12434,26811,10303,24198,7079,21510,3189,12563,545,3981,0,26,0,0,0,0
Mar.25,5호선,2544,장한평,22,0,8291,1104,20577,13071,58241,23589,78853,67108,42793,30830,28424,23731,25339,20733,26593,21310,25805,22631,25172,22245,26435,26152,33570,32339,45219,45995,64733,69976,28794,49619,17478,31951,14116,29477,11346,26393,4564,16233,719,4620,0,192,0,0,0,0
Mar.25,5호선,2545,군자(능동),71,1,7414,892,11226,5701,33813,9461,48938,27991,23854,20031,15877,15410,15508,14824,17061,16157,18091,17955,16466,18138,17410,20622,20329,26566,25468,36686,29310,58300,17962,36854,15601,24461,15630,21365,12389,20123,6795,12301,1197,5802,1,900,0,0,0,0
Mar.25,5호선,2546,아차산(어린이대공원후문),12,0,9189,1422,17996,6181,43535,14831,57545,32827,33280,21487,23598,21111,21750,21825,25913,21299,27886,21451,27992,22974,31288,27909,31226,32087,31750,37004,31116,54996,18733,38601,13916,25810,12342,22021,8435,18897,3188,11217,488,2866,0,0,0,0,0,0
Mar.25,5호선,2547,광나루(장신대),7,0,4412,1872,12894,8967,31239,15538,35363,34322,21904,21692,18239,19305,17797,15551,19496,16083,20041,16203,20075,15580,22903,17516,26728,21881,25586,26288,29541,34027,14115,24882,12137,16334,14332,15532,8856,14568,2721,8329,352,2212,0,0,0,0,0,0
Mar.25,5호선,2548,천호(풍납토성),74,1,7007,1920,12728,13222,35954,19508,43518,39756,27394,37985,25214,30397,28964,31921,33716,33495,35176,37364,37475,35366,42567,38815,48608,41292,54489,49430,57999,62973,39265,44255,34975,26931,25479,24026,19300,20241,9381,11992,1710,3804,0,0,1,0,0,0
Mar.25,5호선,2549,강동,118,0,11314,1480,21531,11399,56599,28072,71075,53048,39866,32182,29633,20450,27343,20273,30526,21383,27926,27928,27966,24925,29339,28034,34331,32006,43549,38589,46995,59127,23771,44222,17060,30853,13955,28968,10155,25446,4084,15889,736,6503,0,0,0,0,0,0
