업체명,모델명,연료,변속형식,차량형식,자동차 종류,도심주행연비,고속도로연비,CO2배출량(g_km),1회충전주행거리(km),배기량,등급,출시연도
기아,봉고 1톤 3방덤프 4X4장축 킹캡 MT,LPG,수동,내연기관,화물차,5.9,6.2,218,,2469,5등급,2024
샹하이완샹오토모바일,썬라이즈-T01,전기,없음,전기,화물차,4.1,3.3,,207,,4등급,2023
폭스바겐,ID.5 Pro,전기,없음,전기,승용차,5.3,4.6,,434,,2등급,2024
랜드로버,디펜더 90 P400,휘발유,자동,하이브리드,승용차,6.7,7.9,248,,2996,5등급,2023
크라이슬러,짚 글래디에이터,휘발유,자동,내연기관,화물차,6,7.1,263,,3604,5등급,2024
랜드로버,레인지로버 벨라 P250,휘발유,자동,내연기관,승용차,8,10.2,188,,1997,5등급,2023
랜드로버,디펜더 130 P400,휘발유,자동,하이브리드,승용차,6.6,8.2,242,,2996,5등급,2023
랜드로버,더 뉴 레인지로버 P615 SV,휘발유,자동,하이브리드,승용차,6.7,9.6,230,,4395,5등급,2023
아우디,Q7 45 TDI quattro,경유,자동,하이브리드,승용차,9.5,12.6,182,,2967,4등급,2024
벤츠,Mercedes-AMG GLC 43 4MATIC,휘발유,자동,하이브리드,승용차,7.4,10.5,203,,1991,5등급,2024
폭스바겐,ID.4 Pro,전기,없음,전기,승용차,5.2,4.5,,424,,3등급,2024
랜드로버,더 뉴 레인지로버 P530 SWB,휘발유,자동,하이브리드,승용차,6.7,9.6,230,,4395,5등급,2023
랜드로버,더 뉴 레인지로버 P530 LWB,휘발유,자동,하이브리드,승용차,6.7,9.6,230,,4395,5등급,2023
랜드로버,더 뉴 레인지로버 P530 LWB,휘발유,자동,하이브리드,승용차,6.7,9.6,230,,4395,5등급,2023
현대,"G80(PE) 2.5T-GDI RWD 20""(올시즌)",휘발유,자동,내연기관,승용차,8.6,12.5,168,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI RWD 20""(썸머)",휘발유,자동,내연기관,승용차,8.4,12.5,172,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI RWD 19""",휘발유,자동,내연기관,승용차,8.8,13.2,164,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI RWD 18"" (nC)",휘발유,자동,내연기관,승용차,9,13.5,159,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI RWD 18"" (C)",휘발유,자동,내연기관,승용차,9,13.4,160,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI AWD 20""(올시즌)",휘발유,자동,내연기관,승용차,8.1,12,178,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI AWD 20""(썸머)",휘발유,자동,내연기관,승용차,8,12,180,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI AWD 19""",휘발유,자동,내연기관,승용차,8.3,12,176,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI AWD 18"" (nC)",휘발유,자동,내연기관,승용차,8.5,12.5,170,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI AWD 18"" (C)",휘발유,자동,내연기관,승용차,8.3,12,175,,2497,4등급,2024
현대,G80(PE) 3.5T-GDI RWD 20“(올시즌),휘발유,자동,내연기관,승용차,7.6,11,193,,3470,5등급,2024
현대,G80(PE) 3.5T-GDI RWD 20“(썸머),휘발유,자동,내연기관,승용차,7.4,11,197,,3470,5등급,2024
현대,"G80(PE) 3.5T-GDI RWD 19""",휘발유,자동,내연기관,승용차,7.6,11.7,188,,3470,5등급,2024
현대,G80(PE) 3.5T-GDI AWD 20“(올시즌),휘발유,자동,내연기관,승용차,7.1,10.2,209,,3470,5등급,2024
현대,G80(PE) 3.5T-GDI AWD 20“(썸머),휘발유,자동,내연기관,승용차,7.1,10.2,208,,3470,5등급,2024
현대,"G80(PE) 3.5T-GDI AWD 19""",휘발유,자동,내연기관,승용차,7.2,10.1,205,,3470,5등급,2024
랜드로버,더 뉴 레인지로버 P615 SV,휘발유,자동,하이브리드,승용차,6.7,9.6,230,,4395,5등급,2023
아우디,A7 55 TFSI e quattro,전기+휘발유,자동,PHEV,승용차,14.5,16.8,45,47,1984,PHEV,2024
아우디,Q4 45 e-tron,전기,없음,전기,승용차,5,4.3,,406,,3등급,2024
벤틀리,Continental GT S,휘발유,자동,내연기관,승용차,6.4,9,234,,3996,5등급,2024
아우디,Q4 Sportback 45 e-tron,전기,없음,전기,승용차,5,4.3,,406,,3등급,2024
마세라티,마세라티 그란카브리오 트로페오,휘발유,자동,내연기관,승용차,6.9,10.4,218,,2992,5등급,2024
볼보,볼보 S90T8 AWD,전기+휘발유,자동,PHEV,승용차,18,18.5,23,65,1969,PHEV,2023
포르쉐,파나메라 4,휘발유,자동,내연기관,승용차,7.2,9.4,216,,2894,5등급,2024
아우디,Q7 45 TDI quattro,경유,자동,하이브리드,승용차,9.5,12.6,182,,2967,4등급,2024
아우디,Q7 50 TDI quattro,경유,자동,하이브리드,승용차,9.4,12.4,185,,2967,4등급,2024
아우디,Q8 45 TDI quattro,경유,자동,하이브리드,승용차,9.4,11.9,188,,2967,4등급,2024
아우디,Q8 50 TDI quattro,경유,자동,하이브리드,승용차,9.1,11.7,192,,2967,4등급,2024
아우디,Q8 55 TFSI quattro,휘발유,자동,하이브리드,승용차,7.3,9.2,212,,2995,5등급,2024
현대,코나 일렉트릭(N-Line) 19인치,전기,없음,전기,승용차,5.1,4.3,,364,,3등급,2024
포르쉐,파나메라 4 (5인승),휘발유,자동,내연기관,승용차,7.2,9.4,216,,2894,5등급,2024
벤츠,Mercedes-Benz S 500 4MATIC,휘발유,자동,하이브리드,승용차,8.3,11.4,184,,2999,4등급,2024
현대,GV80 e-S/C 3.5T-GDI 20인치(nC),휘발유,자동,하이브리드,승용차,7.4,9.8,206,,3470,5등급,2024
벤츠,Mercedes-Benz S 450 4MATIC ,휘발유,자동,하이브리드,승용차,8.5,11.9,179,,2999,4등급,2024
현대,GV80 e-S/C 3.5T-GDI 20인치(C),휘발유,자동,하이브리드,승용차,7.3,9.6,209,,3470,5등급,2024
현대,GV80 e-S/C 3.5T-GDI 22인치,휘발유,자동,하이브리드,승용차,7.3,9.3,212,,3470,5등급,2024
벤츠,Mercedes-Benz E 200 ,휘발유,자동,하이브리드,승용차,10.6,15.7,138,,1999,3등급,2024
벤츠,Mercedes-AMG GT 43 4MATIC + ,휘발유,자동,하이브리드,승용차,7.9,10.2,197,,2999,5등급,2024
벤츠,Mercedes-Benz E 450 4MATIC,휘발유,자동,하이브리드,승용차,8.9,13.4,165,,2999,4등급,2024
벤츠,Mercedes-Benz CLE 450 4MATIC Coupe,휘발유,자동,하이브리드,승용차,9.3,13.6,157,,2999,4등급,2024
체리자동차,MASADA QQ 2밴,전기,없음,전기,화물차,6.4,6.1,,100,,초소형,2023
페라리,페라리 SF90 XX Stradale,전기+휘발유,자동,PHEV,승용차,10.1,10.8,128,14,3990,PHEV,2024
벤츠,Mercedes-Benz GLB 250 4MATIC,휘발유,자동,하이브리드,승용차,9.5,12.2,162,,1991,4등급,2023
현대,"투싼 개조 2.0 디젤 8AT AWD 17""",경유,자동,내연기관,승용차,11.4,14.4,153,,1998,3등급,2024
현대,"투싼 개조 2.0 디젤 8AT AWD 18""",경유,자동,내연기관,승용차,11.7,14.6,149,,1998,3등급,2024
현대,"투싼 개조 2.0 디젤 8AT AWD 19""",경유,자동,내연기관,승용차,11.2,14.1,155,,1998,3등급,2024
현대,"투싼 개조 2.0 디젤 8AT 2WD 17""",경유,자동,내연기관,승용차,12.7,16.7,133,,1998,2등급,2024
현대,"투싼 개조 2.0 디젤 8AT 2WD 18"" (nC)",경유,자동,내연기관,승용차,12.7,16.8,133,,1998,2등급,2024
현대,"투싼 개조 2.0 디젤 8AT 2WD 18"" (C)",경유,자동,내연기관,승용차,12.4,16.7,135,,1998,2등급,2024
현대,"투싼 개조 2.0 디젤 8AT 2WD 19""",경유,자동,내연기관,승용차,12.3,16.4,137,,1998,2등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT AWD 17""",휘발유,자동,하이브리드,승용차,14.7,14.6,111,,1598,2등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT 2WD 17"" (nC)",휘발유,자동,하이브리드,승용차,17,15.2,99,,1598,1등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT 2WD 17"" (C)",휘발유,자동,하이브리드,승용차,16.1,15.1,103,,1598,2등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT AWD 18""",휘발유,자동,하이브리드,승용차,14.7,14.6,111,,1598,2등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT AWD 19""",휘발유,자동,하이브리드,승용차,14.4,14.1,114,,1598,2등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT 2WD 18"" (nC)",휘발유,자동,하이브리드,승용차,17,15.2,99,,1598,1등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT 2WD 18"" (C)",휘발유,자동,하이브리드,승용차,16.1,15.1,103,,1598,2등급,2024
현대,"투싼 개조 1.6T-GDI 하이브리드 6AT 2WD 19""",휘발유,자동,하이브리드,승용차,15.1,14.5,109,,1598,2등급,2024
현대,"투싼 개조 1.6T-GDI 7DCT AWD 17""",휘발유,자동,내연기관,승용차,10.7,12.8,144,,1598,3등급,2024
현대,"투싼 개조 1.6T-GDI 7DCT AWD 18""",휘발유,자동,내연기관,승용차,10.2,12.9,148,,1598,4등급,2024
벤츠,Mercedes-Benz GLB 250 4MATIC,휘발유,자동,하이브리드,승용차,9.5,12.2,162,,1991,4등급,2023
현대,"투싼 개조 1.6T-GDI 7DCT AWD 19""",휘발유,자동,내연기관,승용차,10.1,12.7,150,,1598,4등급,2024
현대,"투싼 개조 1.6T-GDI 7DCT 2WD 17""",휘발유,자동,내연기관,승용차,11.5,13.9,133,,1598,3등급,2024
현대,"투싼 개조 1.6T-GDI 7DCT 2WD 18"" (nC)",휘발유,자동,내연기관,승용차,11.5,13.8,133,,1598,3등급,2024
페라리,페라리 SF90 XX Spider,전기+휘발유,자동,PHEV,승용차,10.1,10.8,128,14,3990,PHEV,2024
현대,"투싼 개조 1.6T-GDI 7DCT 2WD 18"" (C)",휘발유,자동,내연기관,승용차,11.3,13.7,135,,1598,3등급,2024
현대,"투싼 개조 1.6T-GDI 7DCT 2WD 19""",휘발유,자동,내연기관,승용차,10.9,13.6,139,,1598,3등급,2024
BMW,"BMW i5 eDrive40 (19"", 20"")",전기,없음,전기,승용차,4.6,4.6,,441,,3등급,2024
현대,포터 2.5T-LPDi 2WD 초장축 6MT 일반캡,LPG,수동,내연기관,화물차,6.7,7.4,188,,2469,5등급,2024
현대,포터 2.5T-LPDi 2WD 초장축 5AT 일반캡,LPG,자동,내연기관,화물차,6.1,7.1,205,,2469,5등급,2024
현대,포터 2.5T-LPDi 4X4 장축 6MT 일반캡,LPG,수동,내연기관,화물차,6.2,6.4,211,,2469,5등급,2024
벤츠,Mercedes-AMG GLB 35 4MATIC,휘발유,자동,하이브리드,승용차,8.5,11,182,,1991,4등급,2023
현대,포터 2.5T-LPDi 2WD 초장축 6MT 슈퍼캡,LPG,수동,내연기관,화물차,6.7,7.4,188,,2469,5등급,2024
현대,포터 2.5T-LPDi 2WD 초장축 6MT 더블캡,LPG,수동,내연기관,화물차,6.5,7.2,195,,2469,5등급,2024
BMW,BMW 530e,전기+휘발유,자동,PHEV,승용차,15.5,16.4,23,73,1998,PHEV,2024
현대,포터 2.5T-LPDi 2WD 초장축 5AT 슈퍼캡,LPG,자동,내연기관,화물차,6.1,7.1,205,,2469,5등급,2024
현대,포터 2.5T-LPDi 2WD 초장축 5AT 더블캡,LPG,자동,내연기관,화물차,6,6.9,208,,2469,5등급,2024
현대,포터 2.5T-LPDi 4X4 장축 6MT 슈퍼캡,LPG,수동,내연기관,화물차,6.2,6.4,211,,2469,5등급,2024
현대,포터 2.5T-LPDi 4X4 장축 6MT 더블캡,LPG,수동,내연기관,화물차,6.1,6.4,211,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 2WD 초장축 6MT 표준캡,LPG,수동,내연기관,화물차,6.7,7.4,188,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 2WD 초장축 5AT 표준캡,LPG,자동,내연기관,화물차,6.1,7.1,204,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 4X4 장축 6MT 표준캡,LPG,수동,내연기관,화물차,6.2,6.4,208,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 2WD 초장축 6MT 킹캡,LPG,수동,내연기관,화물차,6.7,7.4,188,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 2WD 초장축 6MT 더블캡,LPG,수동,내연기관,화물차,6.5,7.2,195,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 2WD 초장축 5AT 킹캡,LPG,자동,내연기관,화물차,6.1,7.1,204,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 2WD 초장축 5AT 더블캡,LPG,자동,내연기관,화물차,6,6.9,208,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 4X4 장축 6MT 킹캡,LPG,수동,내연기관,화물차,6.2,6.4,208,,2469,5등급,2024
기아,봉고 1톤 2.5T-LPDi 4X4 장축 6MT 더블캡,LPG,수동,내연기관,화물차,6.2,6.4,210,,2469,5등급,2024
벤틀리,Flying Spur S,휘발유,자동,내연기관,승용차,5.5,8.7,263,,3996,5등급,2024
벤틀리,Flying Spur S,휘발유,자동,내연기관,승용차,5.5,8.7,263,,3996,5등급,2024
벤틀리,Flying Spur V8,휘발유,자동,내연기관,승용차,5.5,8.7,263,,3996,5등급,2024
BMW,BMW 220i Active Tourer,휘발유,자동,내연기관,승용차,9.6,13.8,151,,1998,4등급,2024
BMW,BMW X1 xDrive20i,휘발유,자동,내연기관,승용차,9.4,12.8,158,,1998,4등급,2024
기아,"카니발(KA4 PE) 3.5GDI 9인 18""(nC)",휘발유,자동,내연기관,승용차,7.8,10.9,189,,3470,5등급,2024
기아,"카니발(KA4 PE) 3.5GDI 9인 18""(C)",휘발유,자동,내연기관,승용차,7.7,10.9,192,,3470,5등급,2024
기아,"카니발(KA4 PE) 3.5GDI 7인 19""(nC)",휘발유,자동,내연기관,승용차,7.8,10.9,189,,3470,5등급,2024
벤틀리,Continental GT V8,휘발유,자동,내연기관,승용차,6.4,9,234,,3996,5등급,2024
기아,"카니발(KA4 PE) 3.5GDI 7인 19""(C)",휘발유,자동,내연기관,승용차,7.7,10.9,192,,3470,5등급,2024
GM,캐딜락 Lyriq,전기,없음,전기,승용차,4.1,3.7,,465,,4등급,2024
기아,"카니발(KA4 PE) 2.2디젤 7인 19"" (nC)",경유,자동,내연기관,승용차,11.6,15.3,146,,2151,3등급,2024
기아,"카니발(KA4 PE) 2.2디젤 7인 19"" (C)",경유,자동,내연기관,승용차,11.5,15.2,148,,2151,3등급,2024
BMW,BMW X1 sDrive18d,경유,자동,내연기관,승용차,13.6,16.7,127,,1995,2등급,2024
BMW,BMW X2 sDrive18d,경유,자동,내연기관,승용차,12.5,17.1,134,,1995,2등급,2024
BMW,BMW X2 xDrive20i,휘발유,자동,내연기관,승용차,9.4,13.1,156,,1998,4등급,2024
마세라티,마세라티 그란투리스모 모데나,휘발유,자동,내연기관,승용차,7.2,10.6,210,,2992,5등급,2024
BMW,BMW X1 sDrive20i,휘발유,자동,내연기관,승용차,10.1,13.6,146,,1998,4등급,2024
마세라티,마세라티 그란투리스모 트로페오,휘발유,자동,내연기관,승용차,7.2,10.5,211,,2992,5등급,2024
페라리,페라리 Roma Spider,휘발유,자동,내연기관,승용차,7,9.6,222,,3855,5등급,2024
기아,"카니발(KA4 PE) HEV 1.6T-GDI 7/9인 19""",휘발유,자동,하이브리드,승용차,14,12.9,121,,1598,3등급,2024
PSA Automobiles,Peugeot 2008 1.5 BlueHDi,경유,자동,내연기관,승용차,15.7,19,109,,1499,1등급,2023
기아,"카니발(KA4 PE) HEV 1.6T-GDI 9인 18""(nC)",휘발유,자동,하이브리드,승용차,14.6,13.3,116,,1598,2등급,2024
기아,"카니발(KA4 PE) HEV 1.6T-GDI 9인 18""(C)",휘발유,자동,하이브리드,승용차,14,13.4,118,,1598,3등급,2024
포드,Mustang 2.3L Convertible,휘발유,자동,내연기관,승용차,8.4,11.5,175,,2261,4등급,2023
포드,Mustang GT 5.0L Convertible,휘발유,자동,내연기관,승용차,6.1,9.2,238,,5038,5등급,2023
기아,"카니발(KA4 PE) 2.2디젤 하이리무진 7인 19""",경유,자동,내연기관,승용차,10.4,13.6,165,,2151,3등급,2024
기아," 카니발(KA4 PE) 2.2디젤 하이리무진 9인 18/19""",경유,자동,내연기관,승용차,10.4,13.7,165,,2151,3등급,2024
기아,"카니발(KA4 PE) 2.2디젤 9인 18/19"" (nC)",경유,자동,내연기관,승용차,11.6,15.3,146,,2151,3등급,2024
기아,"카니발(KA4 PE) 2.2디젤 9인 18/19"" (C)",경유,자동,내연기관,승용차,11.5,15.2,148,,2151,3등급,2024
기아,"카니발(KA4 PE) 3.5GDI 하이리무진 7인 19""",휘발유,자동,내연기관,승용차,7.6,10.4,196,,3470,5등급,2024
벤틀리,Flying Spur V8,휘발유,자동,내연기관,승용차,5.5,8.7,263,,3996,5등급,2024
기아,"카니발(KA4 PE) 3.5GDI 하이리무진 9인 18/19""",휘발유,자동,내연기관,승용차,7.6,10.4,196,,3470,5등급,2024
기아,"카니발(KA4 PE) 3.5GDI 하이리무진 4인 19""",휘발유,자동,내연기관,승용차,7.4,10.2,201,,3470,5등급,2024
기아,"카니발(KA4 PE) 3.5GDI 9인 19""(C)",휘발유,자동,내연기관,승용차,7.7,10.9,192,,3470,5등급,2024
기아,"카니발(KA4 PE) 3.5GDI 9인 19""(nC)",휘발유,자동,내연기관,승용차,7.8,10.9,189,,3470,5등급,2024
기아,"K5 PE 하이브리드 2.0GDI 18""",휘발유,자동,하이브리드,승용차,16.7,17.6,93,,1999,1등급,2023
기아,"K5 PE 하이브리드 2.0GDI 17""(C)",휘발유,자동,하이브리드,승용차,17.7,18.7,87,,1999,1등급,2023
기아,"K5 PE 하이브리드 2.0GDI 17""(nC)",휘발유,자동,하이브리드,승용차,18.7,18.9,84,,1999,1등급,2023
기아,"K5 PE 하이브리드 2.0GDI 16""(C)",휘발유,자동,하이브리드,승용차,18.7,19.7,82,,1999,1등급,2023
기아,"K5 PE 하이브리드 2.0GDI 16""(nC)",휘발유,자동,하이브리드,승용차,19.7,19.8,79,,1999,1등급,2023
테슬라코리아 유한회사,Model Y Long Range,전기,없음,전기,승용차,5.1,4.6,,432,,3등급,2024
폴스타,Polestar 2 Standard Range Single Motor,전기,없음,전기,승용차,5.8,4.7,,409,,2등급,2024
볼보,볼보 XC90B6 AWD,휘발유,자동,하이브리드,승용차,8.1,10.9,190,,1969,5등급,2023
PSA Automobiles,Peugeot e208,전기,없음,전기,승용차,6.2,5.2,,335,,2등급,2023
랜드로버,레인지로버 벨라 P400,휘발유,자동,하이브리드,승용차,8,10.4,190,,2996,5등급,2023
테슬라코리아 유한회사,Model Y RWD,전기,없음,전기,승용차,5.4,4.8,,356,,2등급,2024
포드,Lincoln Nautilus 2.0L,휘발유,자동,내연기관,승용차,7.9,10.9,188,,1995,5등급,2023
테슬라코리아 유한회사,Model 3 Long Range,전기,없음,전기,승용차,5.7,5.2,,488,,2등급,2024
볼보,볼보 XC90T8 AWD,전기+휘발유,자동,PHEV,승용차,15.5,15.6,37,56,1969,PHEV,2023
테슬라코리아 유한회사,Model 3 RWD,전기,없음,전기,승용차,6,5.3,,382,,2등급,2024
벤츠,Mercedes-Benz GLA 250 4MATIC,휘발유,자동,하이브리드,승용차,9.7,12.6,159,,1991,4등급,2023
벤츠,Mercedes-Benz CLA 250 4MATIC,휘발유,자동,하이브리드,승용차,10.4,14.4,144,,1991,3등급,2023
벤츠,"Mercedes-Benz GLC 300 4MATIC Coupe	",휘발유,자동,하이브리드,승용차,9.6,12.4,159,,1999,4등급,2023
벤츠,"Mercedes-Benz GLS 580 4MATIC	",휘발유,자동,하이브리드,승용차,5.5,6.8,292,,3982,5등급,2023
벤츠,"Mercedes-Maybach GLS 600 	",휘발유,자동,하이브리드,승용차,5.4,7.3,288,,3982,5등급,2023
벤츠,Mercedes-Benz GLS 450 d 4MATIC,경유,자동,하이브리드,승용차,9.6,11.5,187,,2989,4등급,2024
폭스바겐,Atlas TSI,휘발유,자동,내연기관,승용차,7.6,10.1,199,,1984,5등급,2024
BMW,BMW XM 50e,전기+휘발유,자동,PHEV,승용차,10.7,11.6,42,68,2998,PHEV,2023
랜드로버,레인지로버 벨라 P400e,전기+휘발유,자동,PHEV,승용차,12,13.6,42,45,1997,PHEV,2023
벤츠,Mercedes-AMG A 35 4MATIC,휘발유,자동,하이브리드,승용차,9.4,12.7,162,,1991,4등급,2023
벤츠,"Mercedes-Maybach GLS 600 	",휘발유,자동,하이브리드,승용차,5.4,7.3,288,,3982,5등급,2023
벤츠,"Mercedes-Benz GLS 580 4MATIC	",휘발유,자동,하이브리드,승용차,5.5,6.8,292,,3982,5등급,2023
벤츠,"Mercedes-Benz A 220 Sedan	",휘발유,자동,하이브리드,승용차,10.4,13.6,147,,1991,3등급,2023
볼보,볼보 S90B6 AWD,휘발유,자동,하이브리드,승용차,8.7,13,169,,1969,4등급,2023
볼보,볼보 S90B5,휘발유,자동,하이브리드,승용차,10.1,14.6,146,,1969,3등급,2023
벤츠,"Mercedes-Benz A 220	",휘발유,자동,하이브리드,승용차,10.9,14.4,139,,1991,3등급,2023
벤츠,Mercedes-Benz GLS 450 d 4MATIC,경유,자동,하이브리드,승용차,9.6,11.5,187,,2989,4등급,2024
볼보,볼보 XC60T8 AWD,전기+휘발유,자동,PHEV,승용차,16.6,17.1,33,61,1969,PHEV,2023
케이지모빌리티,토레스 EVX 2WD 20인치타이어,전기,없음,전기,승용차,5.2,4.4,,405,,3등급,2023
벤츠,Mercedes-Benz E 220 d 4MATIC,경유,자동,하이브리드,승용차,13.6,18.4,122,,1993,2등급,2024
벤츠,Mercedes-Benz E 300 4MATIC,휘발유,자동,하이브리드,승용차,9.9,14.6,147,,1999,3등급,2024
테슬라코리아 유한회사,Model Y Performance,전기,없음,전기,승용차,5.3,4.8,,449,,2등급,2024
기아,K5 PE 2.0LPI 18인치(빌트인캠),LPG,자동,내연기관,승용차,8.2,11.5,138,,1999,4등급,2023
기아,K5 PE 2.0LPI 17인치(빌트인캠),LPG,자동,내연기관,승용차,8.5,11.8,133,,1999,4등급,2023
